Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Participant_ID	MYCN_TPM	MYCN_CN	MYCN_CN_status	sample_id	cohort	match_id	pathology_free_text_diagnosis
TARGET-30-PAKIPY-01A-01W	NA	PAKIPY	NA	2	neutral	01	TARGET	PAKIPY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAKJRE-01A-01W	NA	PAKJRE	NA	2	neutral	01	TARGET	PAKJRE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAKVUY-01A-01D	NA	PAKVUY	NA	2	neutral	01	TARGET	PAKVUY_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAKXDZ-01A-01W	NA	PAKXDZ	NA	37	amplification	01	TARGET	PAKXDZ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAKZRE-01A-01W	NA	PAKZRE	NA	43	amplification	01	TARGET	PAKZRE_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAKZRF-01A-01W	NA	PAKZRF	NA	3	loss	01	TARGET	PAKZRF_01_Solid Tissue_Primary Tumor	NA
TARGET-30-PALAKE-01A-01W	NA	PALAKE	NA	115	amplification	01	TARGET	PALAKE_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PALAKM-01A-01W	NA	PALAKM	NA	2	loss	01	TARGET	PALAKM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALFPI-01A-01W	NA	PALFPI	NA	3	neutral	01	TARGET	PALFPI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALHVD-01A-01W	NA	PALHVD	NA	4	gain	01	TARGET	PALHVD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALJPX-01A-01W	NA	PALJPX	NA	27	amplification	01	TARGET	PALJPX_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PALJUV-01A-01W	NA	PALJUV	NA	2	loss	01	TARGET	PALJUV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALNLU-01A-01W	NA	PALNLU	NA	3	loss	01	TARGET	PALNLU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALPGG-01A-01W	NA	PALPGG	NA	171	amplification	01	TARGET	PALPGG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PALRSD-01A-01D	NA	PALRSD	NA	2	neutral	01	TARGET	PALRSD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALSAE-01A-01W	NA	PALSAE	NA	3	neutral	01	TARGET	PALSAE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALTYB-01A-01W	NA	PALTYB	NA	2	neutral	01	TARGET	PALTYB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALUDH-01A-01W	NA	PALUDH	NA	2	loss	01	TARGET	PALUDH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALWIP-01A-01W	NA	PALWIP	NA	2	loss	01	TARGET	PALWIP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALXHW-01A-01W	NA	PALXHW	NA	3	neutral	01	TARGET	PALXHW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALXMM-01A-01W	NA	PALXMM	NA	1	loss	01	TARGET	PALXMM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PALZRG-01A-01W	NA	PALZRG	NA	57	amplification	01	TARGET	PALZRG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PALZSL-01A-01W	NA	PALZSL	NA	69	amplification	01	TARGET	PALZSL_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAMBAC-01A-01W	NA	PAMBAC	NA	101	amplification	01	TARGET	PAMBAC_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAMCXF-01A-01W	NA	PAMCXF	NA	2	loss	01	TARGET	PAMCXF_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAMDAL-01A-01W	NA	PAMDAL	NA	50	amplification	01	TARGET	PAMDAL_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAMMWD-01A-01W	NA	PAMMWD	NA	260	amplification	01	TARGET	PAMMWD_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAMNYX-01A-01D	NA	PAMNYX	NA	2	loss	01	TARGET	PAMNYX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAMUTD-01A-01W	NA	PAMUTD	NA	55	amplification	01	TARGET	PAMUTD_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAMVLG-01A-01D	NA	PAMVLG	NA	3	neutral	01	TARGET	PAMVLG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PANBCI-01A-01W	NA	PANBCI	NA	28	amplification	01	TARGET	PANBCI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PANIPC-06A-01W	NA	PANIPC	NA	35	amplification	06	TARGET	PANIPC_06_Solid Tissue_Metastatic	MYCN amp
TARGET-30-PANPVI-01A-01W	NA	PANPVI	NA	2	loss	01	TARGET	PANPVI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PANUKV-01A-01W	NA	PANUKV	NA	2	neutral	01	TARGET	PANUKV_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PANYBL-01A-01W	NA	PANYBL	NA	2	neutral	01	TARGET	PANYBL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPBJT-01A-01W	NA	PAPBJT	NA	2	loss	01	TARGET	PAPBJT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPNEP-01A-01W	NA	PAPNEP	NA	42	amplification	01	TARGET	PAPNEP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPPKJ-01A-01W	NA	PAPPKJ	NA	4	gain	01	TARGET	PAPPKJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPREJ-01A-01D	NA	PAPREJ	NA	181	amplification	01	TARGET	PAPREJ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPRMJ-01A-01D	NA	PAPRMJ	NA	2	neutral	01	TARGET	PAPRMJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPRPR-01A-01D	NA	PAPRPR	NA	69	amplification	01	TARGET	PAPRPR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPRXW-01A-01D	NA	PAPRXW	NA	29	amplification	01	TARGET	PAPRXW_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPSMC-01A-01W	NA	PAPSMC	NA	34	amplification	01	TARGET	PAPSMC_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPTJB-01A-01D	NA	PAPTJB	NA	4	gain	01	TARGET	PAPTJB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPTLA-01A-01D	NA	PAPTLA	NA	3	gain	01	TARGET	PAPTLA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPUJU-01A-01D	NA	PAPUJU	NA	2	loss	01	TARGET	PAPUJU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPWFY-01A-01D	NA	PAPWFY	NA	34	amplification	01	TARGET	PAPWFY_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPYNZ-01A-01D	NA	PAPYNZ	NA	69	amplification	01	TARGET	PAPYNZ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPZFW-01A-01D	NA	PAPZFW	NA	2	loss	01	TARGET	PAPZFW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARABJ-01A-01D	NA	PARABJ	NA	2	loss	01	TARGET	PARABJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARACR-01A-01D	NA	PARACR	NA	3	gain	01	TARGET	PARACR_01_Solid Tissue_Primary Tumor	NA
TARGET-30-PARASL-01A-01D	NA	PARASL	NA	3	gain	01	TARGET	PARASL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARBLH-01A-01D	NA	PARBLH	NA	2	loss	01	TARGET	PARBLH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARCRR-01A-01D	NA	PARCRR	NA	3	gain	01	TARGET	PARCRR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARDVT-01A-01D	NA	PARDVT	NA	3	neutral	01	TARGET	PARDVT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARDYU-01A-01D	NA	PARDYU	NA	213	amplification	01	TARGET	PARDYU_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAREAG-01A-01D	NA	PAREAG	NA	2	neutral	01	TARGET	PAREAG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARETE-01A-01D	NA	PARETE	NA	2	loss	01	TARGET	PARETE_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARGHY-01A-01D	NA	PARGHY	NA	2	neutral	01	TARGET	PARGHY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARGZK-01A-01D	NA	PARGZK	NA	2	neutral	01	TARGET	PARGZK_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARHDE-01A-01D	NA	PARHDE	NA	2	neutral	01	TARGET	PARHDE_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARHUX-01A-01D	NA	PARHUX	NA	3	gain	01	TARGET	PARHUX_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARJEN-01A-01D	NA	PARJEN	NA	35	amplification	01	TARGET	PARJEN_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARJMX-01A-01D	NA	PARJMX	NA	2	neutral	01	TARGET	PARJMX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARKAG-01A-01D	NA	PARKAG	NA	99	amplification	01	TARGET	PARKAG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARKNP-01A-01D	NA	PARKNP	NA	2	loss	01	TARGET	PARKNP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARKZF-01A-01D	NA	PARKZF	NA	103	amplification	01	TARGET	PARKZF_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARLMK-01A-01D	NA	PARLMK	NA	2	loss	01	TARGET	PARLMK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARLTG-01A-01D	NA	PARLTG	NA	3	neutral	01	TARGET	PARLTG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARMDD-01A-01D	NA	PARMDD	NA	2	loss	01	TARGET	PARMDD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARMLF-01A-01D	NA	PARMLF	NA	3	neutral	01	TARGET	PARMLF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARMPP-01A-01D	NA	PARMPP	NA	2	neutral	01	TARGET	PARMPP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARNLJ-01A-01D	NA	PARNLJ	NA	101	amplification	01	TARGET	PARNLJ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARNNG-01A-01D	NA	PARNNG	NA	2	loss	01	TARGET	PARNNG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARNTS-01A-01D	NA	PARNTS	NA	32	amplification	01	TARGET	PARNTS_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARPGU-01A-01D	NA	PARPGU	NA	2	neutral	01	TARGET	PARPGU_01_Solid Tissue_Primary Tumor	NA
TARGET-30-PARPUF-01A-01D	NA	PARPUF	NA	NA	NA	01	TARGET	PARPUF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARRLH-01A-01D	NA	PARRLH	NA	3	gain	01	TARGET	PARRLH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARSRJ-01A-01D	NA	PARSRJ	NA	26	amplification	01	TARGET	PARSRJ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARSVF-01A-01D	NA	PARSVF	NA	NA	NA	01	TARGET	PARSVF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARSXI-01A-01D	NA	PARSXI	NA	NA	NA	01	TARGET	PARSXI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARSZV-01A-01D	NA	PARSZV	NA	NA	NA	01	TARGET	PARSZV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARTCE-01A-01D	NA	PARTCE	NA	NA	NA	01	TARGET	PARTCE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARTPF-01A-01D	NA	PARTPF	NA	NA	NA	01	TARGET	PARTPF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARTYI-01A-01D	NA	PARTYI	NA	NA	NA	01	TARGET	PARTYI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARTZW-01A-01D	NA	PARTZW	NA	NA	NA	01	TARGET	PARTZW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARUCL-01A-01D	NA	PARUCL	NA	NA	NA	01	TARGET	PARUCL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARUCM-01A-01D	NA	PARUCM	NA	NA	NA	01	TARGET	PARUCM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARUGX-01A-01D	NA	PARUGX	NA	NA	NA	01	TARGET	PARUGX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARUPN-01A-01D	NA	PARUPN	NA	2	neutral	01	TARGET	PARUPN_01_Solid Tissue_Primary Tumor	NA
TARGET-30-PARUPT-01A-01D	NA	PARUPT	NA	NA	NA	01	TARGET	PARUPT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARURB-01A-01D	NA	PARURB	NA	3	gain	01	TARGET	PARURB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARUTX-01A-01D	NA	PARUTX	NA	NA	NA	01	TARGET	PARUTX_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARVFJ-01A-01D	NA	PARVFJ	NA	2	loss	01	TARGET	PARVFJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARVHG-01A-01D	NA	PARVHG	NA	NA	NA	01	TARGET	PARVHG_01_Solid Tissue_Primary Tumor	NA
TARGET-30-PARVIH-01A-01D	NA	PARVIH	NA	NA	NA	01	TARGET	PARVIH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARVMU-01A-01D	NA	PARVMU	NA	NA	NA	01	TARGET	PARVMU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARVNT-01A-01D	NA	PARVNT	NA	6	amplification	01	TARGET	PARVNT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARVVM-09A-01D	NA	PARVVM	NA	NA	NA	09	TARGET	PARVVM_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PARVWL-01A-01D	NA	PARVWL	NA	NA	NA	01	TARGET	PARVWL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARVZT-01A-01D	NA	PARVZT	NA	NA	NA	01	TARGET	PARVZT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARWAM-01A-01D	NA	PARWAM	NA	NA	NA	01	TARGET	PARWAM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARWBC-01A-01D	NA	PARWBC	NA	NA	NA	01	TARGET	PARWBC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARWEH-01A-01D	NA	PARWEH	NA	NA	NA	01	TARGET	PARWEH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARWTY-01A-01D	NA	PARWTY	NA	NA	NA	01	TARGET	PARWTY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARXAX-01A-01D	NA	PARXAX	NA	NA	NA	01	TARGET	PARXAX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARXLL-01A-01D	NA	PARXLL	NA	NA	NA	01	TARGET	PARXLL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARXLN-01A-01D	NA	PARXLN	NA	NA	NA	01	TARGET	PARXLN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARXMH-01A-01D	NA	PARXMH	NA	NA	NA	01	TARGET	PARXMH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARXMM-01A-01D	NA	PARXMM	NA	NA	NA	01	TARGET	PARXMM_01_Solid Tissue_Primary Tumor	NA
TARGET-30-PARXVA-01A-01D	NA	PARXVA	NA	NA	NA	01	TARGET	PARXVA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARXXC-01A-01D	NA	PARXXC	NA	NA	NA	01	TARGET	PARXXC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARXZA-01A-01D	NA	PARXZA	NA	NA	NA	01	TARGET	PARXZA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARYSR-01A-01D	NA	PARYSR	NA	NA	NA	01	TARGET	PARYSR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARYUK-01A-01D	NA	PARYUK	NA	NA	NA	01	TARGET	PARYUK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARYVD-01A-01D	NA	PARYVD	NA	NA	NA	01	TARGET	PARYVD_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARYWX-01A-01D	NA	PARYWX	NA	NA	NA	01	TARGET	PARYWX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARYXW-01A-01D	NA	PARYXW	NA	5	amplification	01	TARGET	PARYXW_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARZKK-09A-01D	NA	PARZKK	NA	NA	NA	09	TARGET	PARZKK_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PARZMY-06A-01D	NA	PARZMY	NA	84	amplification	06	TARGET	PARZMY_06_Solid Tissue_Metastatic	MYCN amp
TARGET-30-PARZNV-01A-01D	NA	PARZNV	NA	NA	NA	01	TARGET	PARZNV_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARZZC-01A-01D	NA	PARZZC	NA	NA	NA	01	TARGET	PARZZC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARZZD-01A-01D	NA	PARZZD	NA	NA	NA	01	TARGET	PARZZD_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASAAB-01A-01D	NA	PASAAB	NA	NA	NA	01	TARGET	PASAAB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASAAN-01A-01D	NA	PASAAN	NA	2	neutral	01	TARGET	PASAAN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASAFG-01A-01D	NA	PASAFG	NA	NA	NA	01	TARGET	PASAFG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASAJU-01A-01D	NA	PASAJU	NA	2	neutral	01	TARGET	PASAJU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASAJY-01A-01D	NA	PASAJY	NA	NA	NA	01	TARGET	PASAJY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASALE-01A-01D	NA	PASALE	NA	NA	NA	01	TARGET	PASALE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASANE-01A-01D	NA	PASANE	NA	NA	NA	01	TARGET	PASANE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASATF-01A-01D	NA	PASATF	NA	NA	NA	01	TARGET	PASATF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASAZZ-01A-01D	NA	PASAZZ	NA	NA	NA	01	TARGET	PASAZZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASBGV-01A-01D	NA	PASBGV	NA	2	neutral	01	TARGET	PASBGV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASBJY-01A-01D	NA	PASBJY	NA	NA	NA	01	TARGET	PASBJY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASBKP-01A-01D	NA	PASBKP	NA	NA	NA	01	TARGET	PASBKP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASBMW-01A-01D	NA	PASBMW	NA	NA	NA	01	TARGET	PASBMW_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASBPN-01A-01D	NA	PASBPN	NA	NA	NA	01	TARGET	PASBPN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASBYW-01A-01D	NA	PASBYW	NA	NA	NA	01	TARGET	PASBYW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASBZV-01A-01D	NA	PASBZV	NA	NA	NA	01	TARGET	PASBZV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASCEW-09A-01D	NA	PASCEW	NA	NA	NA	09	TARGET	PASCEW_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PASCFA-01A-01D	NA	PASCFA	NA	NA	NA	01	TARGET	PASCFA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASCFD-01A-01D	NA	PASCFD	NA	NA	NA	01	TARGET	PASCFD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASCIX-09A-01D	NA	PASCIX	NA	NA	NA	09	TARGET	PASCIX_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PASCJJ-01A-01D	NA	PASCJJ	NA	3	neutral	01	TARGET	PASCJJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASCRK-01A-01D	NA	PASCRK	NA	NA	NA	01	TARGET	PASCRK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASCZY-01A-01D	NA	PASCZY	NA	NA	NA	01	TARGET	PASCZY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASDRV-01A-01D	NA	PASDRV	NA	NA	NA	01	TARGET	PASDRV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASEAR-01A-01D	NA	PASEAR	NA	NA	NA	01	TARGET	PASEAR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASEDP-01A-01D	NA	PASEDP	NA	NA	NA	01	TARGET	PASEDP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASEGF-01A-01D	NA	PASEGF	NA	NA	NA	01	TARGET	PASEGF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASEJZ-01A-01D	NA	PASEJZ	NA	NA	NA	01	TARGET	PASEJZ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASESX-01A-01D	NA	PASESX	NA	NA	NA	01	TARGET	PASESX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASEVK-01A-01D	NA	PASEVK	NA	NA	NA	01	TARGET	PASEVK_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASEWX-01A-01D	NA	PASEWX	NA	NA	NA	01	TARGET	PASEWX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASEYW-01A-01D	NA	PASEYW	NA	NA	NA	01	TARGET	PASEYW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFDJ-01A-01D	NA	PASFDJ	NA	NA	NA	01	TARGET	PASFDJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFDU-01A-01D	NA	PASFDU	NA	NA	NA	01	TARGET	PASFDU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFDV-01A-01D	NA	PASFDV	NA	NA	NA	01	TARGET	PASFDV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFGD-01A-01D	NA	PASFGD	NA	NA	NA	01	TARGET	PASFGD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFNF-01A-01D	NA	PASFNF	NA	NA	NA	01	TARGET	PASFNF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFNY-01A-01D	NA	PASFNY	NA	109	amplification	01	TARGET	PASFNY_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASFXS-01A-01D	NA	PASFXS	NA	NA	NA	01	TARGET	PASFXS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGCD-01A-01D	NA	PASGCD	NA	NA	NA	01	TARGET	PASGCD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGDB-01A-01D	NA	PASGDB	NA	NA	NA	01	TARGET	PASGDB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGEE-01A-01D	NA	PASGEE	NA	NA	NA	01	TARGET	PASGEE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGES-01A-01D	NA	PASGES	NA	NA	NA	01	TARGET	PASGES_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGGI-01A-01D	NA	PASGGI	NA	NA	NA	01	TARGET	PASGGI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGHN-01A-01D	NA	PASGHN	NA	NA	NA	01	TARGET	PASGHN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGKP-01A-01D	NA	PASGKP	NA	NA	NA	01	TARGET	PASGKP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGNT-01A-01D	NA	PASGNT	NA	NA	NA	01	TARGET	PASGNT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASJUU-01A-01D	NA	PASJUU	NA	NA	NA	01	TARGET	PASJUU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASJWA-01A-01D	NA	PASJWA	NA	NA	NA	01	TARGET	PASJWA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASJWG-01A-01D	NA	PASJWG	NA	NA	NA	01	TARGET	PASJWG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASJWU-01A-01D	NA	PASJWU	NA	NA	NA	01	TARGET	PASJWU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASKCS-01A-01D	NA	PASKCS	NA	NA	NA	01	TARGET	PASKCS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASKFV-01A-01D	NA	PASKFV	NA	3	gain	01	TARGET	PASKFV_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASKKZ-01A-01D	NA	PASKKZ	NA	NA	NA	01	TARGET	PASKKZ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASKNK-01A-01D	NA	PASKNK	NA	NA	NA	01	TARGET	PASKNK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASKPC-01A-01D	NA	PASKPC	NA	NA	NA	01	TARGET	PASKPC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASKRA-01A-01D	NA	PASKRA	NA	NA	NA	01	TARGET	PASKRA_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASKRX-01A-01D	NA	PASKRX	NA	NA	NA	01	TARGET	PASKRX_01_Solid Tissue_Primary Tumor	MYCN non-amp
