Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Participant_ID	MYCN_TPM	MYCN_CN	MYCN_CN_status	sample_id	cohort	match_id	pathology_free_text_diagnosis
TARGET-30-PATSKE-01A-01D	NA	PATSKE	NA	NA	NA	01	TARGET	PATSKE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATSPZ-01A-01D	NA	PATSPZ	NA	NA	NA	01	TARGET	PATSPZ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATSRD-01A-01D	NA	PATSRD	NA	NA	NA	01	TARGET	PATSRD_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATSSA-01A-01D	NA	PATSSA	NA	NA	NA	01	TARGET	PATSSA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATSXC-01A-01D	NA	PATSXC	NA	NA	NA	01	TARGET	PATSXC_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATTDY-01A-01D	NA	PATTDY	NA	NA	NA	01	TARGET	PATTDY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATTEF-01A-01D	NA	PATTEF	NA	NA	NA	01	TARGET	PATTEF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATTFB-01A-01D	NA	PATTFB	NA	NA	NA	01	TARGET	PATTFB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATTHA-01A-01D	NA	PATTHA	NA	NA	NA	01	TARGET	PATTHA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATTMM-01A-01D	NA	PATTMM	NA	NA	NA	01	TARGET	PATTMM_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATTNA-01A-01D	NA	PATTNA	NA	NA	NA	01	TARGET	PATTNA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATTPL-01A-01D	NA	PATTPL	NA	NA	NA	01	TARGET	PATTPL_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATTPW-01A-01D	NA	PATTPW	NA	NA	NA	01	TARGET	PATTPW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATUEH-01A-01D	NA	PATUEH	NA	NA	NA	01	TARGET	PATUEH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATUNK-01A-01D	NA	PATUNK	NA	NA	NA	01	TARGET	PATUNK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATUNX-01A-01D	NA	PATUNX	NA	NA	NA	01	TARGET	PATUNX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATUNZ-01A-01D	NA	PATUNZ	NA	NA	NA	01	TARGET	PATUNZ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATUPR-09A-01D	NA	PATUPR	NA	NA	NA	09	TARGET	PATUPR_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PATUVB-01A-01D	NA	PATUVB	NA	NA	NA	01	TARGET	PATUVB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATUWG-01A-01D	NA	PATUWG	NA	NA	NA	01	TARGET	PATUWG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATUZF-01A-01D	NA	PATUZF	NA	NA	NA	01	TARGET	PATUZF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATVDI-01A-01D	NA	PATVDI	NA	NA	NA	01	TARGET	PATVDI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATVDP-01A-01D	NA	PATVDP	NA	NA	NA	01	TARGET	PATVDP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATVDY-09A-01D	NA	PATVDY	NA	NA	NA	09	TARGET	PATVDY_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PATVJX-01A-01D	NA	PATVJX	NA	NA	NA	01	TARGET	PATVJX_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATVMF-01A-01D	NA	PATVMF	NA	NA	NA	01	TARGET	PATVMF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATVNW-01A-01D	NA	PATVNW	NA	NA	NA	01	TARGET	PATVNW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATVSU-01A-01D	NA	PATVSU	NA	NA	NA	01	TARGET	PATVSU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATVTL-01A-01D	NA	PATVTL	NA	NA	NA	01	TARGET	PATVTL_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATVWA-01A-01D	NA	PATVWA	NA	NA	NA	01	TARGET	PATVWA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATVYZ-01A-01D	NA	PATVYZ	NA	NA	NA	01	TARGET	PATVYZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATVZB-01A-01D	NA	PATVZB	NA	NA	NA	01	TARGET	PATVZB_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATWGC-01A-01D	NA	PATWGC	NA	NA	NA	01	TARGET	PATWGC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATWGR-01A-01D	NA	PATWGR	NA	NA	NA	01	TARGET	PATWGR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATWMX-01A-01D	NA	PATWMX	NA	NA	NA	01	TARGET	PATWMX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATWNB-01A-01D	NA	PATWNB	NA	NA	NA	01	TARGET	PATWNB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATWTW-01A-01D	NA	PATWTW	NA	NA	NA	01	TARGET	PATWTW_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATWWJ-01A-01D	NA	PATWWJ	NA	NA	NA	01	TARGET	PATWWJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATWZB-01A-01D	NA	PATWZB	NA	NA	NA	01	TARGET	PATWZB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATWZZ-01A-01D	NA	PATWZZ	NA	NA	NA	01	TARGET	PATWZZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATXDV-01A-01D	NA	PATXDV	NA	NA	NA	01	TARGET	PATXDV_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATXHC-01A-01D	NA	PATXHC	NA	NA	NA	01	TARGET	PATXHC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATXHT-01A-01D	NA	PATXHT	NA	NA	NA	01	TARGET	PATXHT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATXHW-01A-01D	NA	PATXHW	NA	NA	NA	01	TARGET	PATXHW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATXKG-01A-01D	NA	PATXKG	NA	NA	NA	01	TARGET	PATXKG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATXUG-01A-01D	NA	PATXUG	NA	NA	NA	01	TARGET	PATXUG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATXWS-01A-01D	NA	PATXWS	NA	NA	NA	01	TARGET	PATXWS_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATXWY-09A-01D	NA	PATXWY	NA	NA	NA	09	TARGET	PATXWY_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PATXXF-01A-01D	NA	PATXXF	NA	NA	NA	01	TARGET	PATXXF_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATXXI-01A-01D	NA	PATXXI	NA	NA	NA	01	TARGET	PATXXI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATYCM-01A-01D	NA	PATYCM	NA	NA	NA	01	TARGET	PATYCM_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATYDC-01A-01D	NA	PATYDC	NA	NA	NA	01	TARGET	PATYDC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATYEJ-01A-01D	NA	PATYEJ	NA	NA	NA	01	TARGET	PATYEJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATYMK-01A-01D	NA	PATYMK	NA	NA	NA	01	TARGET	PATYMK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATYMS-01A-01D	NA	PATYMS	NA	NA	NA	01	TARGET	PATYMS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATYMZ-01A-01D	NA	PATYMZ	NA	NA	NA	01	TARGET	PATYMZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATYPH-01A-01D	NA	PATYPH	NA	NA	NA	01	TARGET	PATYPH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATYWM-01A-01D	NA	PATYWM	NA	NA	NA	01	TARGET	PATYWM_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATYWX-01A-01D	NA	PATYWX	NA	NA	NA	01	TARGET	PATYWX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATZBH-01A-01D	NA	PATZBH	NA	NA	NA	01	TARGET	PATZBH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATZIG-01A-01D	NA	PATZIG	NA	NA	NA	01	TARGET	PATZIG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATZRU-01A-01D	NA	PATZRU	NA	NA	NA	01	TARGET	PATZRU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUAKT-01A-01D	NA	PAUAKT	NA	NA	NA	01	TARGET	PAUAKT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUATG-01A-01D	NA	PAUATG	NA	NA	NA	01	TARGET	PAUATG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUAZA-01A-01D	NA	PAUAZA	NA	NA	NA	01	TARGET	PAUAZA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUBDC-01A-01D	NA	PAUBDC	NA	NA	NA	01	TARGET	PAUBDC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUBEC-01A-01D	NA	PAUBEC	NA	NA	NA	01	TARGET	PAUBEC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUBFU-01A-01D	NA	PAUBFU	NA	NA	NA	01	TARGET	PAUBFU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUBGW-01A-01D	NA	PAUBGW	NA	NA	NA	01	TARGET	PAUBGW_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUBHV-01A-01D	NA	PAUBHV	NA	NA	NA	01	TARGET	PAUBHV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUBPW-09A-01D	NA	PAUBPW	NA	NA	NA	09	TARGET	PAUBPW_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PAUBRR-01A-01D	NA	PAUBRR	NA	NA	NA	01	TARGET	PAUBRR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUBSW-01A-01D	NA	PAUBSW	NA	NA	NA	01	TARGET	PAUBSW_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUBVN-01A-01D	NA	PAUBVN	NA	NA	NA	01	TARGET	PAUBVN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUBWP-01A-01D	NA	PAUBWP	NA	NA	NA	01	TARGET	PAUBWP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUBYW-01A-01D	NA	PAUBYW	NA	NA	NA	01	TARGET	PAUBYW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUCFI-01A-01D	NA	PAUCFI	NA	NA	NA	01	TARGET	PAUCFI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUCGP-01A-01D	NA	PAUCGP	NA	NA	NA	01	TARGET	PAUCGP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUCKF-01A-01D	NA	PAUCKF	NA	NA	NA	01	TARGET	PAUCKF_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUDBX-01A-01D	NA	PAUDBX	NA	NA	NA	01	TARGET	PAUDBX_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUDDZ-01A-01D	NA	PAUDDZ	NA	NA	NA	01	TARGET	PAUDDZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUDFR-01A-01D	NA	PAUDFR	NA	NA	NA	01	TARGET	PAUDFR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUDIK-01A-01D	NA	PAUDIK	NA	NA	NA	01	TARGET	PAUDIK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUDMU-01A-01D	NA	PAUDMU	NA	NA	NA	01	TARGET	PAUDMU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUDPP-01A-01D	NA	PAUDPP	NA	NA	NA	01	TARGET	PAUDPP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUDVA-09A-01D	NA	PAUDVA	NA	NA	NA	09	TARGET	PAUDVA_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PAUELT-01A-01D	NA	PAUELT	NA	NA	NA	01	TARGET	PAUELT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUEYW-09A-01D	NA	PAUEYW	NA	NA	NA	09	TARGET	PAUEYW_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PAUEZU-01A-01D	NA	PAUEZU	NA	NA	NA	01	TARGET	PAUEZU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUFFP-01A-01D	NA	PAUFFP	NA	NA	NA	01	TARGET	PAUFFP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUFIM-01A-01D	NA	PAUFIM	NA	NA	NA	01	TARGET	PAUFIM_01_Solid Tissue_Primary Tumor	NA
TARGET-30-PAUFPG-01A-01D	NA	PAUFPG	NA	NA	NA	01	TARGET	PAUFPG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUFSR-01A-01D	NA	PAUFSR	NA	NA	NA	01	TARGET	PAUFSR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUFUS-01A-01D	NA	PAUFUS	NA	NA	NA	01	TARGET	PAUFUS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUFVW-01A-01D	NA	PAUFVW	NA	NA	NA	01	TARGET	PAUFVW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUGGK-01A-01D	NA	PAUGGK	NA	NA	NA	01	TARGET	PAUGGK_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUGIP-01A-01D	NA	PAUGIP	NA	NA	NA	01	TARGET	PAUGIP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUGNL-01A-01D	NA	PAUGNL	NA	NA	NA	01	TARGET	PAUGNL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUGRP-01A-01D	NA	PAUGRP	NA	NA	NA	01	TARGET	PAUGRP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUGWT-01A-01D	NA	PAUGWT	NA	NA	NA	01	TARGET	PAUGWT_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUGZD-01A-01D	NA	PAUGZD	NA	NA	NA	01	TARGET	PAUGZD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUHBZ-01A-01D	NA	PAUHBZ	NA	NA	NA	01	TARGET	PAUHBZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUHFW-01A-01D	NA	PAUHFW	NA	NA	NA	01	TARGET	PAUHFW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUHHW-01A-01D	NA	PAUHHW	NA	NA	NA	01	TARGET	PAUHHW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUHIK-01A-01D	NA	PAUHIK	NA	NA	NA	01	TARGET	PAUHIK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUHSJ-01A-01D	NA	PAUHSJ	NA	NA	NA	01	TARGET	PAUHSJ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUHYY-01A-01D	NA	PAUHYY	NA	NA	NA	01	TARGET	PAUHYY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUICI-01A-01D	NA	PAUICI	NA	NA	NA	01	TARGET	PAUICI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUIFL-01A-01D	NA	PAUIFL	NA	NA	NA	01	TARGET	PAUIFL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUIHH-01A-01D	NA	PAUIHH	NA	NA	NA	01	TARGET	PAUIHH_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUITU-01A-01D	NA	PAUITU	NA	NA	NA	01	TARGET	PAUITU_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUIWS-01A-01D	NA	PAUIWS	NA	NA	NA	01	TARGET	PAUIWS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUJLH-01A-01D	NA	PAUJLH	NA	NA	NA	01	TARGET	PAUJLH_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUJPC-01A-01D	NA	PAUJPC	NA	NA	NA	01	TARGET	PAUJPC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUJVX-01A-01D	NA	PAUJVX	NA	NA	NA	01	TARGET	PAUJVX_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUKAP-01A-01D	NA	PAUKAP	NA	NA	NA	01	TARGET	PAUKAP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUKAW-01A-01D	NA	PAUKAW	NA	NA	NA	01	TARGET	PAUKAW_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUKIJ-01A-01D	NA	PAUKIJ	NA	NA	NA	01	TARGET	PAUKIJ_01_Solid Tissue_Primary Tumor	NA
TARGET-30-PAUKNU-01A-01D	NA	PAUKNU	NA	NA	NA	01	TARGET	PAUKNU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUKRF-01A-01D	NA	PAUKRF	NA	NA	NA	01	TARGET	PAUKRF_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUKVC-01A-01D	NA	PAUKVC	NA	NA	NA	01	TARGET	PAUKVC_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAULNF-01A-01D	NA	PAULNF	NA	NA	NA	01	TARGET	PAULNF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAULVH-01A-01D	NA	PAULVH	NA	NA	NA	01	TARGET	PAULVH_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUMBB-01A-01D	NA	PAUMBB	NA	NA	NA	01	TARGET	PAUMBB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUMMZ-01A-01D	NA	PAUMMZ	NA	NA	NA	01	TARGET	PAUMMZ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUMUC-01A-01D	NA	PAUMUC	NA	NA	NA	01	TARGET	PAUMUC_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUMXC-01A-01D	NA	PAUMXC	NA	NA	NA	01	TARGET	PAUMXC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUNST-01A-01D	NA	PAUNST	NA	NA	NA	01	TARGET	PAUNST_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUNWR-01A-01D	NA	PAUNWR	NA	NA	NA	01	TARGET	PAUNWR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUPDY-01A-01D	NA	PAUPDY	NA	NA	NA	01	TARGET	PAUPDY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUPGV-01A-01D	NA	PAUPGV	NA	NA	NA	01	TARGET	PAUPGV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUPIC-01A-01D	NA	PAUPIC	NA	NA	NA	01	TARGET	PAUPIC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUPRN-01A-01D	NA	PAUPRN	NA	NA	NA	01	TARGET	PAUPRN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUPWX-01A-01D	NA	PAUPWX	NA	NA	NA	01	TARGET	PAUPWX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAURCG-01A-01D	NA	PAURCG	NA	NA	NA	01	TARGET	PAURCG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAURGD-01A-01D	NA	PAURGD	NA	NA	NA	01	TARGET	PAURGD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAURPL-01A-01D	NA	PAURPL	NA	NA	NA	01	TARGET	PAURPL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAURUR-01A-01D	NA	PAURUR	NA	NA	NA	01	TARGET	PAURUR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAURYJ-01A-01D	NA	PAURYJ	NA	NA	NA	01	TARGET	PAURYJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAURZH-01A-01D	NA	PAURZH	NA	NA	NA	01	TARGET	PAURZH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUSXH-01A-01D	NA	PAUSXH	NA	NA	NA	01	TARGET	PAUSXH_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUTKJ-09A-01D	NA	PAUTKJ	NA	NA	NA	09	TARGET	PAUTKJ_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PAUTKP-01A-01D	NA	PAUTKP	NA	NA	NA	01	TARGET	PAUTKP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUTLP-01A-01D	NA	PAUTLP	NA	NA	NA	01	TARGET	PAUTLP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUTVX-01A-01D	NA	PAUTVX	NA	NA	NA	01	TARGET	PAUTVX_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUUGT-01A-01D	NA	PAUUGT	NA	NA	NA	01	TARGET	PAUUGT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUUHD-01A-01D	NA	PAUUHD	NA	NA	NA	01	TARGET	PAUUHD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUUZU-01A-01D	NA	PAUUZU	NA	NA	NA	01	TARGET	PAUUZU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUVVE-01A-01D	NA	PAUVVE	NA	NA	NA	01	TARGET	PAUVVE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUWDK-01A-01D	NA	PAUWDK	NA	NA	NA	01	TARGET	PAUWDK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUWED-01A-01D	NA	PAUWED	NA	NA	NA	01	TARGET	PAUWED_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUWEV-01A-01D	NA	PAUWEV	NA	NA	NA	01	TARGET	PAUWEV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUWFE-01A-01D	NA	PAUWFE	NA	NA	NA	01	TARGET	PAUWFE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUWXY-01A-01D	NA	PAUWXY	NA	NA	NA	01	TARGET	PAUWXY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUWYM-01A-01D	NA	PAUWYM	NA	NA	NA	01	TARGET	PAUWYM_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUXFZ-01A-01D	NA	PAUXFZ	NA	NA	NA	01	TARGET	PAUXFZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUXIW-09A-01D	NA	PAUXIW	NA	NA	NA	09	TARGET	PAUXIW_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PAUXSZ-01A-01D	NA	PAUXSZ	NA	NA	NA	01	TARGET	PAUXSZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUXUP-01A-01D	NA	PAUXUP	NA	NA	NA	01	TARGET	PAUXUP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUYDE-01A-01D	NA	PAUYDE	NA	NA	NA	01	TARGET	PAUYDE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUYXX-01A-01D	NA	PAUYXX	NA	NA	NA	01	TARGET	PAUYXX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUZAE-01A-01D	NA	PAUZAE	NA	NA	NA	01	TARGET	PAUZAE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUZMG-01A-01D	NA	PAUZMG	NA	NA	NA	01	TARGET	PAUZMG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUZRC-01A-01D	NA	PAUZRC	NA	NA	NA	01	TARGET	PAUZRC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUZSB-01A-01D	NA	PAUZSB	NA	NA	NA	01	TARGET	PAUZSB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUZTF-01A-01D	NA	PAUZTF	NA	NA	NA	01	TARGET	PAUZTF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUZZI-01A-01D	NA	PAUZZI	NA	NA	NA	01	TARGET	PAUZZI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAVABN-01A-01D	NA	PAVABN	NA	NA	NA	01	TARGET	PAVABN_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAVAGS-01A-01D	NA	PAVAGS	NA	NA	NA	01	TARGET	PAVAGS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAVAYF-01A-01D	NA	PAVAYF	NA	NA	NA	01	TARGET	PAVAYF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAVCGD-01A-01D	NA	PAVCGD	NA	NA	NA	01	TARGET	PAVCGD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAVCHH-01A-01D	NA	PAVCHH	NA	NA	NA	01	TARGET	PAVCHH_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAVCJZ-01A-01D	NA	PAVCJZ	NA	NA	NA	01	TARGET	PAVCJZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAVCKK-01A-01D	NA	PAVCKK	NA	NA	NA	01	TARGET	PAVCKK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAVCLI-01A-01D	NA	PAVCLI	NA	NA	NA	01	TARGET	PAVCLI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAVDBS-01A-01D	NA	PAVDBS	NA	NA	NA	01	TARGET	PAVDBS_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAVDGG-01A-01D	NA	PAVDGG	NA	NA	NA	01	TARGET	PAVDGG_01_Solid Tissue_Primary Tumor	MYCN amp
